Частота	A * B
(kГц)	(?)

12.13550568	0.06924648
12.15934753	0.11162390
12.18318939	0.12030820
12.20703125	0.09291596
12.23087311	0.06452376
12.25471497	0.17899170
12.27855682	0.21124670
12.30239868	0.12265310
12.32624054	0.04556907
12.35008240	0.07654943
12.37392426	0.19831580
12.39776611	0.16082550
12.42160797	0.01920531
12.44544983	0.04646165
12.46929169	0.03370448
12.49313354	0.11118550
12.51697540	0.11834860
12.54081726	0.14867910
12.56465912	0.08717663
12.58850098	0.03245241
12.61234283	0.03607369
12.63618469	0.09963992
12.66002655	0.23598260
12.68386841	0.25891110
12.70771027	0.19950540
12.73155212	0.14626300
12.75539398	0.13245040
12.77923584	0.13169040
12.80307770	0.07370359
12.82691956	0.03156529
12.85076141	0.06456377
12.87460327	0.07774732
12.89844513	0.02115427
12.92228699	0.17773580
12.94612885	0.51991620
12.96997070	0.70100430
12.99381256	0.70745210
13.01765442	0.48653390
13.04149628	0.11602320
13.06533813	0.10683260
13.08917999	0.16259100
13.11302185	0.08358635
13.13686371	0.06021784
13.16070557	0.10868520
13.18454742	0.12172950
13.20838928	0.08775480
13.23223114	0.09071439
13.25607300	0.18142430
13.27991486	0.18501130
13.30375671	0.07659246
13.32759857	0.07689863
13.35144043	0.08191542
13.37528229	0.11410100
13.39912415	0.13611780
13.42296600	0.01858534
13.44680786	0.02039289
13.47064972	0.05227733
13.49449158	0.11275740
13.51833344	0.12363620
13.54217529	0.15923540
13.56601715	0.07550234
13.58985901	0.05729158
13.61370087	0.06724487
13.63754272	0.09789604
13.66138458	0.21621260
13.68522644	0.15909430
13.70906830	0.09779467
13.73291016	0.10576470
13.75675201	0.14649330
13.78059387	0.15111540
13.80443573	0.06489544
13.82827759	0.03289559
13.85211945	0.07566736
13.87596130	0.08137621
13.89980316	0.02637790
13.92364502	0.17297380
13.94748688	0.51221930
13.97132874	0.72354880
13.99517059	0.82089850
14.01901245	0.55667040
14.04285431	0.10498950
14.06669617	0.14385890
14.09053802	0.18719670
14.11437988	0.09423341
14.13822174	0.03768945
14.16206360	0.08973920
14.18590546	0.10650280
14.20974731	0.08881015
14.23358917	0.11532420
14.25743103	0.16531040
14.28127289	0.14616730
14.30511475	0.05285371
14.32895660	0.22909230
14.35279846	0.26207900
14.37664032	0.04049945
14.40048218	0.09290491
14.42432404	0.02607812
14.44816589	0.01063445
14.47200775	0.07158887
14.49584961	0.10953760
14.51969147	0.12459450
14.54353333	0.17931810
14.56737518	0.08713249
14.59121704	0.05222063
14.61505890	0.06907437
14.63890076	0.12277970
14.66274261	0.21618370
14.68658447	0.07781058
14.71042633	0.07179157
14.73426819	0.10383280
14.75811005	0.15506280
14.78195190	0.15407800
14.80579376	0.04481864
14.82963562	0.04422019
14.85347748	0.08382588
14.87731934	0.09333517
14.90116119	0.04715057
14.92500305	0.16038850
14.94884491	0.48399930
14.97268677	0.71540310
14.99652863	0.85727040
15.02037048	0.55708280
15.04421234	0.08130118
15.06805420	0.16651440
15.09189606	0.19689890
15.11573792	0.10039870
15.13957977	0.01993492
15.16342163	0.07703960
15.18726349	0.10046710
15.21110535	0.09092887
15.23494720	0.12794270
15.25878906	0.14595850
15.28263092	0.11827900
15.30647278	0.09945200
15.33031464	0.40744800
15.35415649	0.45427710
15.37799835	0.09830756
15.40184021	0.08312559
15.42568207	0.03028885
15.44952393	0.02331360
15.47336578	0.08086181
15.49720764	0.09156761
15.52104950	0.13173800
15.54489136	0.17255990
15.56873322	0.05178265
15.59257507	0.08451608
15.61641693	0.07883175
15.64025879	0.13531030
15.66410065	0.18549770
15.68794250	0.02741315
15.71178436	0.08688772
15.73562622	0.07503121
15.75946808	0.17065360
15.78330994	0.16396450
15.80715179	0.04881719
15.83099365	0.07263551
15.85483551	0.10056900
15.87867737	0.11745590
15.90251923	0.08621049
15.92636108	0.11788040
15.95020294	0.43844160
15.97404480	0.67763890
15.99788666	0.82102490
16.02172852	0.51366540
16.04557037	0.07600349
16.06941223	0.20029630
16.09325409	0.21814940
16.11709595	0.11639370
16.14093781	0.01060447
16.16477966	0.06279197
16.18862152	0.09754756
16.21246338	0.11394530
16.23630524	0.14144380
16.26014709	0.12617710
16.28398895	0.10425820
16.30783081	0.15630580
16.33167267	0.58264850
16.35551453	0.64129980
16.37935638	0.17614130
16.40319824	0.07914261
16.42704010	0.05000732
16.45088196	0.05045812
16.47472382	0.08744442
16.49856567	0.08249151
16.52240753	0.13943800
16.54624939	0.16806320
16.57009125	0.04407392
16.59393311	0.09579578
16.61777496	0.07122717
16.64161682	0.15281000
16.66545868	0.16917030
16.68930054	0.08241374
16.71314240	0.10047920
16.73698425	0.06786941
16.76082611	0.18516190
16.78466797	0.16138300
16.80850983	0.05353182
16.83235168	0.08335292
16.85619354	0.08369833
16.88003540	0.08504896
16.90387726	0.06684122
16.92771912	0.09934501
16.95156097	0.37044380
16.97540283	0.58927840
16.99924469	0.71314530
17.02308655	0.41679290
17.04692841	0.07414363
17.07077026	0.21306340
17.09461212	0.20539670
17.11845398	0.11036590
17.14229584	0.02733405
17.16613770	0.03722754
17.18997955	0.08668180
17.21382141	0.12679450
17.23766327	0.13633430
17.26150513	0.08298654
17.28534698	0.08473212
17.30918884	0.23724720
17.33303070	0.77082510
17.35687256	0.81437770
17.38071442	0.24796540
17.40455627	0.05816612
17.42839813	0.05886965
17.45223999	0.06864110
17.47608185	0.08218326
17.49992371	0.05913258
17.52376556	0.14373440
17.54760742	0.16215880
17.57144928	0.04317855
17.59529114	0.09584802
17.61913300	0.06109764
17.64297485	0.17065070
17.66681671	0.13652120
17.69065857	0.12044920
17.71450043	0.11261320
17.73834229	0.06172205
17.76218414	0.20477720
17.78602600	0.15683950
17.80986786	0.05651216
17.83370972	0.09505935
17.85755157	0.07081511
17.88139343	0.07711458
17.90523529	0.07914034
17.92907715	0.06589617
17.95291901	0.29353480
17.97676086	0.46648590
18.00060272	0.53172730
18.02444458	0.28086880
18.04828644	0.12607580
18.07212830	0.22057940
18.09597015	0.18941610
18.11981201	0.10957820
18.14365387	0.04478355
18.16749573	0.02034889
18.19133759	0.07912077
18.21517944	0.13175210
18.23902130	0.12874540
18.26286316	0.04991324
18.28670502	0.08820520
18.31054688	0.32065370
18.33438873	0.95216800
18.35823059	0.95888500
18.38207245	0.29355130
18.40591431	0.05079541
18.42975616	0.06901074
18.45359802	0.07420968
18.47743988	0.07281834
18.50128174	0.05769608
18.52512360	0.15857990
18.54896545	0.16279220
18.57280731	0.06374636
18.59664917	0.08148257
18.62049103	0.02272250
18.64433289	0.20254080
18.66817474	0.13233750
18.69201660	0.15411030
18.71585846	0.12131260
18.73970032	0.06371110
18.76354218	0.20200500
18.78738403	0.14561130
18.81122589	0.07174808
18.83506775	0.10155750
18.85890961	0.06353813
18.88275146	0.07001694
18.90659332	0.08429090
18.93043518	0.03629155
18.95427704	0.20920190
18.97811890	0.30325240
19.00196075	0.31357330
19.02580261	0.15944650
19.04964447	0.14228540
19.07348633	0.19023560
19.09732819	0.14738580
19.12117004	0.11119200
19.14501190	0.06505966
19.16885376	0.00783553
19.19269562	0.08093071
19.21653748	0.13368570
19.24037933	0.11417300
19.26422119	0.02025909
19.28806305	0.08702113
19.31190491	0.39330710
19.33574677	1.12205000
19.35958862	1.09233500
19.38343048	0.34748160
19.40727234	0.04708519
19.43111420	0.07377401
19.45495605	0.06211536
19.47879791	0.04326257
19.50263977	0.05530053
19.52648163	0.15927930
19.55032349	0.15463250
19.57416534	0.09503619
19.59800720	0.07449012
19.62184906	0.04073022
19.64569092	0.20692220
19.66953278	0.11048800
19.69337463	0.15590900
19.71721649	0.10763760
19.74105835	0.07671488
19.76490021	0.19549660
19.78874207	0.12165130
19.81258392	0.07141273
19.83642578	0.07350022
19.86026764	0.02866747
19.88410950	0.06604854
19.90795135	0.09893474
19.93179321	0.04575551
19.95563507	0.11056020
19.97947693	0.10467370
20.00331879	0.07253595
20.02716064	0.12813960
20.05100250	0.16841180
20.07484436	0.17226870
20.09868622	0.13934980
20.12252808	0.12866030
20.14636993	0.08904105
20.17021179	0.03054889
20.19405365	0.08364655
20.21789551	0.12920770
20.24173737	0.08947909
20.26557922	0.00747935
20.28942108	0.08690114
20.31326294	0.45613930
